train,val,phys
1.6090252150909725,1.576210168151542,1.6090252150909725
1.609024223359546,1.5762083032172436,1.609024223359546
1.6090230434008015,1.576206494284158,1.6090230434008015
1.6090220050632043,1.5762045661417827,1.6090220050632043
1.6090211757101256,1.5762026452062718,1.6090211757101256
1.6090201056246387,1.5762009554824756,1.6090201056246387
1.609018977969197,1.5761988801302047,1.609018977969197
1.6090178931195964,1.5761969519878296,1.6090178931195964
1.6090169998335326,1.5761951222610016,1.6090169998335326
1.6090158575552282,1.5761931941186265,1.6090158575552282
1.609014849270506,1.5761913291843281,1.609014849270506
1.6090137496366126,1.5761895202512426,1.6090137496366126
1.609012934428833,1.5761877465256275,1.609012934428833
1.6090117701758773,1.5761857623820394,1.6090117701758773
1.6090108154858973,1.5761838342396643,1.6090108154858973
1.6090094647679003,1.5761821797233388,1.6090094647679003
1.6090087128608388,1.576179893953095,1.6090087128608388
1.609007679803346,1.5761782674373759,1.609007679803346
1.6090066967622318,1.576176283293788,1.6090066967622318
1.609005647635733,1.576174446360096,1.609005647635733
1.6090045187628403,1.576172609426404,1.6090045187628403
1.6090035689292115,1.5761706532834225,1.6090035689292115
1.6090024683267383,1.5761689427658843,1.6090024683267383
1.6090014155277084,1.5761670426241154,1.6090014155277084
1.609000513975086,1.576165030479921,1.609000513975086
1.6089994374862113,1.5761631655456227,1.6089994374862113
1.608998354439245,1.5761614478212205,1.608998354439245
1.6089974273672385,1.5761594004695558,1.6089974273672385
1.608996194338399,1.5761573883253615,1.608996194338399
1.60899539298669,1.576155670600959,1.60899539298669
1.6089941386221924,1.5761538336672671,1.6089941386221924
1.6089932003711622,1.5761519335254983,1.6089932003711622
1.60899210071709,1.5761501037986705,1.60899210071709
1.6089912162222322,1.576148147655689,1.6089912162222322
1.6089902389522386,1.5761462827213906,1.6089902389522386
1.6089890483592963,1.5761443545790155,1.6089890483592963
1.6089879900581956,1.5761426720620835,1.6089879900581956
1.608987103323497,1.5761407791271789,1.608987103323497
1.6089860094607242,1.5761387597761205,1.6089860094607242
1.6089848714670398,1.5761369228424285,1.6089848714670398
1.6089838759352832,1.5761350579081301,1.6089838759352832
1.6089830171952282,1.5761332209744383,1.6089830171952282
1.6089818997031469,1.5761312648314567,1.6089818997031469
1.608980991215763,1.5761293998971584,1.608980991215763
1.608979715333999,1.5761275629634663,1.608979715333999
1.6089787385886527,1.5761255788198785,1.6089787385886527
1.6089776215068725,1.5761236858849739,1.6089776215068725
1.6089767340524654,1.5761219681605714,1.6089767340524654
1.6089757450451696,1.5761199208089067,1.6089757450451696
1.6089747643649683,1.5761180278740021,1.6089747643649683
1.608973520567406,1.5761162821489934,1.608973520567406
1.6089724942428871,1.576114417214695,1.6089724942428871
1.608971627841636,1.57611248907232,1.608971627841636
1.6089704905878386,1.576110596137415,1.6089704905878386
1.6089695757037932,1.5761088504124063,1.6089695757037932
1.6089683757680928,1.5761069222700312,1.6089683757680928
1.6089673875477677,1.5761049381264434,1.6089673875477677
1.6089663959508662,1.576103073192145,1.6089663959508662
1.608965383072117,1.576101236258453,1.608965383072117
1.608964375204422,1.5760993993247612,1.608964375204422
1.608963218034205,1.5760974431817796,1.608963218034205
1.608962185730052,1.5760956062480875,1.608962185730052
1.6089612754871174,1.576093713313183,1.6089612754871174
1.6089602821884754,1.5760919043800974,1.6089602821884754
1.6089592511421307,1.576089892235903,1.6089592511421307
1.6089582242929645,1.5760882377195775,1.6089582242929645
1.6089572058516082,1.5760861903679129,1.6089572058516082
1.6089560686516209,1.5760844166422976,1.6089560686516209
1.608955119880739,1.5760824324987097,1.608955119880739
1.6089540023684792,1.5760806235656242,1.6089540023684792
1.6089530236994258,1.5760787866319321,1.6089530236994258
1.6089519417152067,1.576076774487738,1.6089519417152067
1.6089508920909656,1.576074937554046,1.6089508920909656
1.6089499459904042,1.576073100620354,1.6089499459904042
1.6089488603605586,1.5760711444773725,1.6089488603605586
1.6089478856801704,1.5760692795430742,1.6089478856801704
1.6089469098966775,1.5760674146087759,1.6089469098966775
1.608945747661596,1.5760656408831608,1.608945747661596
1.6089447651249502,1.5760636215321024,1.6089447651249502
1.6089438192396288,1.5760618758070937,1.6089438192396288
1.6089428423261263,1.5760598916635058,1.6089428423261263
1.6089416101582465,1.5760580547298138,1.6089416101582465
1.6089406041402698,1.5760562457967282,1.6089406041402698
1.6089396290563067,1.5760543528618236,1.6089396290563067
1.6089386028125028,1.576052551135602,1.6089386028125028
1.6089375322965362,1.576050622993227,1.6089375322965362
1.6089364778764803,1.576048786059535,1.6089364778764803
1.608935511092707,1.5760467107072638,1.608935511092707
1.60893457423401,1.576044964982255,1.60893457423401
1.6089334070080525,1.5760432192572462,1.6089334070080525
1.608932474716478,1.5760412631142648,1.608932474716478
1.6089314020144807,1.5760393981799665,1.6089314020144807
1.6089303521211897,1.576037442036985,1.6089303521211897
1.6089293059475136,1.5760355138946098,1.6089293059475136
1.6089282532897349,1.5760338873788906,1.6089282532897349
1.6089272490676663,1.5760318120266195,1.6089272490676663
1.608926229025463,1.5760300383010044,1.608926229025463
1.608925157386213,1.5760281101586293,1.608925157386213
1.6089241473795712,1.5760262804318013,1.6089241473795712
1.608923023484102,1.5760243802900327,1.608923023484102
1.6089220168876681,1.576022424147051,1.6089220168876681
1.6089210283848405,1.5760206224208295,1.6089210283848405
1.6089200446307441,1.5760187574865312,1.6089200446307441
1.6089189133700335,1.5760167381354728,1.6089189133700335
1.6089179971205598,1.5760150556185408,1.6089179971205598
1.6089169544176276,1.5760131554767722,1.6089169544176276
1.6089158942062727,1.5760113185430802,1.6089158942062727
1.6089148952710348,1.5760094536087819,1.6089148952710348
1.6089139347359456,1.5760076518825603,1.6089139347359456
1.6089128364876593,1.5760058149488685,1.6089128364876593
1.6089117733705651,1.5760039220139637,1.6089117733705651
1.6089107145919008,1.576001874662299,1.6089107145919008
1.6089097039933493,1.5760000937298198,1.6089097039933493
1.60890883884318,1.575998264002992,1.60890883884318
1.608907846062459,1.5759962166513273,1.608907846062459
1.6089065468338888,1.5759943797176352,1.6089065468338888
1.6089055297512345,1.5759926972007032,1.6089055297512345
1.6089046264363351,1.5759906498490386,1.6089046264363351
1.6089036310861875,1.5759889041240298,1.6089036310861875
1.6089025369274599,1.5759870391897315,1.6089025369274599
1.6089014435220719,1.5759851742554332,1.6089014435220719
1.6089005524422173,1.575983246113058,1.6089005524422173
1.6088993578135264,1.5759813811787597,1.6088993578135264
1.6088984255959404,1.5759795442450677,1.6088984255959404
1.6088974363935833,1.5759776161026926,1.6088974363935833
1.6088963049983478,1.5759757791690006,1.6088963049983478
1.6088954113625191,1.5759740054433855,1.6088954113625191
1.6088945612724186,1.575972049300404,1.6088945612724186
1.6088933511935366,1.5759701843661056,1.6088933511935366
1.6088921753445296,1.5759682282231242,1.6088921753445296
1.6088912972732383,1.5759663000807491,1.6088912972732383
1.6088903125438359,1.5759645263551338,1.6088903125438359
1.608889307985455,1.5759626054196227,1.608889307985455
1.608888277880785,1.5759609156958267,1.608888277880785
1.6088871582766617,1.575958868344162,1.6088871582766617
1.6088862737279939,1.5759569122011805,1.6088862737279939
1.6088851051635131,1.575955110474959,1.6088851051635131
1.6088839975993736,1.5759533647499502,1.6088839975993736
1.6088829069853785,1.5759513173982855,1.6088829069853785
1.6088820820514447,1.5759494452571232,1.6088820820514447
1.6088809489342897,1.575947734739585,1.6088809489342897
1.608879820404436,1.5759458418046801,1.608879820404436
1.6088788188459615,1.5759439416629113,1.6088788188459615
1.6088778403921482,1.575942076728613,1.6088778403921482
1.6088768215606695,1.5759402397949211,1.6088768215606695
1.608875848017017,1.5759381924432565,1.608875848017017
1.6088748029666244,1.5759363627164285,1.6088748029666244
1.6088737289193777,1.5759344905752661,1.6088737289193777
1.6088727362059192,1.5759327448502574,1.6088727362059192
1.6088717828477364,1.575930732706063,1.6088717828477364
1.6088705082843167,1.5759288677717647,1.6088705082843167
1.608869708486371,1.5759271780479687,1.608869708486371
1.6088686165338526,1.5759253203205343,1.6088686165338526
1.6088675359823241,1.5759233921781592,1.6088675359823241
1.6088665308051284,1.575921372827101,1.6088665308051284
1.6088657310609926,1.5759195991014858,1.6088657310609926
1.6088644363659133,1.575917762167794,1.6088644363659133
1.608863458887406,1.575915925234102,1.608863458887406
1.6088623970886564,1.5759140602998036,1.6088623970886564
1.6088614769984952,1.5759120761562158,1.6088614769984952
1.6088605108133578,1.5759101480138407,1.6088605108133578
1.608859399603592,1.5759084022888319,1.608859399603592
1.608858321668574,1.5759066565638231,1.608858321668574
1.608857351393878,1.5759046724202352,1.608857351393878
1.6088563140248604,1.57590274427786,1.6088563140248604
1.6088553934907668,1.5759009425516386,1.6088553934907668
1.6088542405177284,1.5758990144092633,1.6088542405177284
1.6088531996174307,1.5758971774755715,1.6088531996174307
1.6088520978647693,1.5758954037499562,1.6088520978647693
1.6088511770212683,1.5758932931902148,1.6088511770212683
1.608850146687906,1.5758914914639932,1.608850146687906
1.6088491584406759,1.5758896545303014,1.6088491584406759
1.608848132331397,1.575887936805899,1.608848132331397
1.6088471763970613,1.5758860158703878,1.6088471763970613
1.608846067971962,1.5758839965193294,1.608846067971962
1.6088450416743483,1.5758823140023974,1.6088450416743483
1.6088439914985548,1.575880449068099,1.6088439914985548
1.60884296436016,1.575878520925724,1.60884296436016
1.608842053854902,1.5758766207839552,1.608842053854902
1.6088410122012646,1.575874608639761,1.6088410122012646
1.6088398393656165,1.5758728981222228,1.6088398393656165
1.608838839623229,1.5758710259810602,1.608838839623229
1.6088377205437532,1.575869161046762,1.6088377205437532
1.6088368594158802,1.575867176903174,1.6088368594158802
1.6088357362199406,1.5758654591787717,1.6088357362199406
1.6088346251312473,1.575863411827107,1.6088346251312473
1.6088337712946268,1.575861582100279,1.6088337712946268
1.6088326745462938,1.5758597099591167,1.6088326745462938
1.608831674037114,1.5758578450248184,1.608831674037114
1.6088307530254569,1.5758561625078864,1.6088307530254569
1.6088296008595682,1.5758541711574345,1.6088296008595682
1.6088284783160747,1.5758522782225297,1.6088284783160747
1.6088276558035903,1.5758504132882314,1.6088276558035903
1.608826557232444,1.5758486675632226,1.608826557232444
1.6088255159958338,1.5758468026289243,1.6088255159958338
1.6088246586615644,1.5758447552772596,1.6088246586615644
1.6088234229085947,1.5758430095522509,1.6088234229085947
1.6088223957163899,1.5758411166173463,1.6088223957163899
1.6088214980717175,1.5758392796836542,1.6088214980717175
1.6088204944886426,1.5758374427499622,1.6088204944886426
1.6088194941139877,1.5758354586063743,1.6088194941139877
1.6088183255091495,1.575833740881972,1.6088183255091495
1.6088173185562245,1.5758318759476737,1.6088173185562245
1.6088162554525827,1.5758299198046921,1.6088162554525827
1.6088152189108935,1.5758279636617105,1.6088152189108935
1.6088142359908517,1.575826154728625,1.6088142359908517
1.6088131791089892,1.5758243250017971,1.6088131791089892
1.608812196067875,1.5758225440693179,1.608812196067875
1.6088111368250997,1.57582055992573,1.6088111368250997
1.6088101532795167,1.5758186949914317,1.6088101532795167
1.6088091418670893,1.5758168580577399,1.6088091418670893
1.608808020736108,1.5758150843321246,1.608808020736108
1.608807035939443,1.5758131561897495,1.608807035939443
1.6088062322537262,1.5758111088380848,1.6088062322537262
1.6088050708056156,1.5758094263211528,1.6088050708056156
1.6088038661346367,1.5758075613868545,1.6088038661346367
1.60880292493751,1.5758056332444794,1.60880292493751
1.6088019606289958,1.5758037051021043,1.6088019606289958
1.608801101518997,1.575801931376489,1.608801101518997
1.6087997972121095,1.5757999752335075,1.6087997972121095
1.6087988119177024,1.5757981382998156,1.6087988119177024
1.60879793707501,1.5757963645742004,1.60879793707501
1.6087969542625882,1.5757945276405085,1.6087969542625882
1.6087958672269569,1.5757924802888439,1.6087958672269569
1.6087946877794073,1.5757906153545456,1.6087946877794073
1.6087938063718972,1.5757888416289303,1.6087938063718972
1.6087926731403959,1.5757869134865552,1.6087926731403959
1.6087916486252378,1.5757851397609401,1.6087916486252378
1.608790728952104,1.575783302827248,1.608790728952104
1.6087896992711876,1.5757814378929498,1.6087896992711876
1.608788695210549,1.5757795729586515,1.608788695210549
1.6087875142025099,1.5757776448162764,1.6087875142025099
1.6087866064886447,1.575775779881978,1.6087866064886447
1.6087856038337918,1.5757740341569693,1.6087856038337918
1.6087845596443588,1.5757720780139877,1.6087845596443588
1.6087834813730284,1.5757702130796893,1.6087834813730284
1.60878241656092,1.575768193728631,1.60878241656092
1.6087815029683141,1.5757663920024094,1.6087815029683141
1.6087804803768628,1.5757646742780071,1.6087804803768628
1.6087793892045892,1.5757627813431023,1.6087793892045892
1.6087783519431915,1.5757609444094105,1.6087783519431915
1.6087772555177182,1.5757588970577459,1.6087772555177182
1.6087763041235998,1.575757151332737,1.6087763041235998
1.6087752852584898,1.5757551951897555,1.6087752852584898
1.608774332848708,1.575753239046774,1.608774332848708
1.6087732760542868,1.5757514373205523,1.6087732760542868
1.6087723159967613,1.5757497475967563,1.6087723159967613
1.6087710720512214,1.575747882662458,1.6087710720512214
1.6087701136954367,1.5757458705182639,1.6087701136954367
1.60876905859603,1.5757439423758888,1.60876905859603
1.608768203124931,1.5757423158601696,1.608768203124931
1.6087671626214821,1.575740359717188,1.6087671626214821
1.6087660112492905,1.575738522783496,1.6087660112492905
1.6087650677585135,1.5757365666405145,1.6087650677585135
1.6087641457177404,1.5757348209155058,1.6087641457177404
1.6087630291807862,1.575732927980601,1.6087630291807862
1.6087620731388306,1.5757309086295428,1.6087620731388306
1.6087610316937069,1.5757292261126108,1.6087610316937069
1.6087599053969672,1.5757272979702355,1.6087599053969672
1.6087588431946427,1.5757254330359372,1.6087588431946427
1.6087579223444155,1.575723504893562,1.6087579223444155
1.6087569117929477,1.5757217591685533,1.6087569117929477
1.6087559180638258,1.575719803025572,1.6087559180638258
1.6087548505477656,1.5757178468825903,1.6087548505477656
1.6087537716374416,1.5757161643656583,1.6087537716374416
1.6087527754868705,1.5757143274319665,1.6087527754868705
1.6087518476413456,1.5757124344970617,1.6087518476413456
1.6087506942647323,1.5757104151460033,1.6087506942647323
1.608749877409022,1.5757087326290713,1.608749877409022
1.6087486093162529,1.5757067132780131,1.6087486093162529
1.6087476909950948,1.575704785135638,1.6087476909950948
1.6087466470881644,1.575703102618706,1.6087466470881644
1.6087456056497669,1.5757013568936973,1.6087456056497669
1.608744635973707,1.5756992815414261,1.608744635973707
1.6087436874315175,1.5756974726083406,1.6087436874315175
1.6087426587460858,1.5756955724665718,1.6087426587460858
1.6087415441126598,1.5756938619490335,1.6087415441126598
1.6087404336226026,1.5756919338066584,1.6087404336226026
1.608739477775708,1.5756901600810431,1.608739477775708
1.608738404078226,1.5756880847287722,1.608738404078226
1.608737358852951,1.575686395004976,1.608737358852951
1.6087363758589206,1.5756843828607818,1.6087363758589206
1.6087353545992664,1.5756825459270898,1.6087353545992664
1.6087343603589495,1.5756808282026875,1.6087343603589495
1.6087333914160507,1.5756788440590996,1.6087333914160507
1.6087324027854244,1.5756770703334844,1.6087324027854244
1.6087314307013678,1.5756751069836388,1.6087314307013678
1.6087302417294513,1.57567351567539,1.6087302417294513
1.60872929129046,1.5756714123225126,1.60872929129046
1.6087282462736987,1.5756696945981101,1.6087282462736987
1.6087272165187936,1.575667675247052,1.6087272165187936
1.6087262706200196,1.5756659295220432,1.6087262706200196
1.6087251907343898,1.5756641205889577,1.6087251907343898
1.608724111124536,1.5756622628615233,1.608724111124536
1.6087231948212524,1.5756601523017817,1.6087231948212524
1.608722058192996,1.5756584345773794,1.608722058192996
1.6087211870631926,1.5756566048505516,1.6087211870631926
1.6087200238931625,1.5756547679168595,1.6087200238931625
1.6087190983480144,1.5756527765664077,1.6087190983480144
1.6087181014979133,1.5756507924228198,1.6087181014979133
1.608717078657591,1.5756491099058878,1.608717078657591
1.6087159133620668,1.5756472377647253,1.6087159133620668
1.6087148312702275,1.5756454992465807,1.6087148312702275
1.6087140393890753,1.5756435078961286,1.6087140393890753
1.6087128242049713,1.5756416429618303,1.6087128242049713
1.6087118737727062,1.5756398692362152,1.6087118737727062
1.6087108046221679,1.575638004301917,1.6087108046221679
1.6087098221595109,1.5756360481589353,1.6087098221595109
1.6087087892499956,1.5756342112252435,1.6087087892499956
1.6087077933012117,1.5756325567089178,1.6087077933012117
1.60870675723036,1.5756304181485699,1.60870675723036
1.608705671129677,1.5756285532142715,1.608705671129677
1.6087047743728695,1.5756268074892628,1.6087047743728695
1.6087037054779285,1.5756248513462814,1.6087037054779285
1.6087026015526888,1.575622986411983,1.6087026015526888
1.6087016585663803,1.5756212126863678,1.6087016585663803
1.6087006312396506,1.5756193405452055,1.6087006312396506
1.6086997442426285,1.575617538818984,1.6086997442426285
1.6086985963344547,1.5756156666778216,1.6086985963344547
1.608697578343757,1.5756138369509936,1.608697578343757
1.6086965582208386,1.5756118808080122,1.6086965582208386
1.6086956459936612,1.5756100158737139,1.6086956459936612
1.6086944600620086,1.5756082981493114,1.6086944600620086
1.608693487460031,1.5756063140057235,1.608693487460031
1.608692482935281,1.575604505072638,1.608692482935281
1.6086914168182804,1.575602731347023,1.6086914168182804
1.608690563600475,1.5756010208294844,1.608690563600475
1.6086894862842716,1.575598910269743,1.6086894862842716
1.6086883445642457,1.575597073336051,1.6086883445642457
1.6086873591958497,1.5755952996104359,1.6086873591958497
1.6086863662133413,1.5755933786749248,1.6086863662133413
1.6086852965852392,1.575591478533156,1.6086852965852392
1.6086843547827503,1.5755896135988576,1.6086843547827503
1.6086833423479332,1.5755875942477995,1.6086833423479332
1.608682287752995,1.57558596773208,1.608682287752995
1.6086813960475994,1.5755841027977817,1.6086813960475994
1.608680254966567,1.5755822378634834,1.608680254966567
1.608679236155267,1.5755804289303978,1.608679236155267
1.608678298751744,1.57557844478681,1.608678298751744
1.6086772107475331,1.5755767270624077,1.6086772107475331
1.6086762711310745,1.5755746797107428,1.6086762711310745
1.6086751564505648,1.5755729059851278,1.6086751564505648
1.608674131047542,1.5755710690514357,1.608674131047542
1.6086731042656384,1.575569239324608,1.6086731042656384
1.6086721455869937,1.5755672759747623,1.6086721455869937
1.60867117971799,1.5755655022491473,1.60867117971799
1.60867006942972,1.5755635181055594,1.60867006942972
1.608669112587341,1.5755618635892337,1.608669112587341
1.6086681167529036,1.5755598442381755,1.6086681167529036
1.6086669274984846,1.5755580073044835,1.6086669274984846
1.6086659578426035,1.5755562335788682,1.6086659578426035
1.6086649851195531,1.575554515854466,1.6086649851195531
1.6086638006744014,1.575552686127638,1.6086638006744014
1.6086628457691816,1.5755506667765797,1.6086628457691816
1.6086617329720214,1.5755488298428877,1.6086617329720214
1.608660770587214,1.5755469649085894,1.608660770587214
1.6086598892469663,1.575545008765608,1.6086598892469663
1.608658823681518,1.575543171831916,1.608658823681518
1.6086577679834753,1.5755413068976176,1.6086577679834753
1.6086567076577738,1.5755396243806856,1.6086567076577738
1.608655827346642,1.5755376330302338,1.608655827346642
1.6086548006790846,1.575535740095329,1.6086548006790846
1.6086537345015477,1.575533903161637,1.6086537345015477
1.6086526996481467,1.5755320030198683,1.6086526996481467
1.6086516792494523,1.5755302012936467,1.6086516792494523
1.608650678047469,1.5755283363593484,1.608650678047469
1.6086496201835745,1.5755264994256564,1.6086496201835745
1.6086485396118673,1.5755246624919645,1.6086485396118673
1.6086474638628796,1.5755227975576662,1.6086474638628796
1.6086465958675076,1.5755209606239742,1.6086465958675076
1.6086456682103176,1.5755190044809928,1.6086456682103176
1.6086446099226694,1.5755172867565903,1.6086446099226694
1.6086435655247229,1.5755153938216857,1.6086435655247229
1.6086425247993075,1.5755135568879937,1.6086425247993075
1.608641595850678,1.5755115727444058,1.608641595850678
1.6086403980875557,1.575509672602637,1.6086403980875557
1.6086393464992501,1.5755080812943882,1.6086393464992501
1.6086384358123833,1.5755059707346468,1.6086384358123833
1.6086374484597443,1.5755041970090315,1.6086374484597443
1.6086363964207802,1.5755023600753395,1.6086363964207802
1.608635278901794,1.5755006143503307,1.608635278901794
1.608634284843086,1.5754986582073494,1.608634284843086
1.6086333444531087,1.5754966108556847,1.6086333444531087
1.608632363187724,1.5754950475480423,1.608632363187724
1.6086313581046956,1.5754930914050607,1.6086313581046956
1.6086303564924114,1.5754911072614728,1.6086303564924114
1.6086292956017052,1.575489270327781,1.6086292956017052
1.608628193284039,1.5754876158114552,1.608628193284039
1.6086271538231582,1.5754855684597906,1.6086271538231582
1.6086262077764069,1.5754835771093387,1.6086262077764069
1.608625193424609,1.5754818665918002,1.608625193424609
1.6086241757096875,1.5754801768680042,1.6086241757096875
1.608623222580197,1.5754781927244164,1.608623222580197
1.6086221789624953,1.5754764189988013,1.6086221789624953
1.6086210819316598,1.5754745188570325,1.6086210819316598
1.6086201089059284,1.5754725347134446,1.6086201089059284
1.6086191108316503,1.5754706977797526,1.6086191108316503
1.6086179332472714,1.5754688328454542,1.6086179332472714
1.6086169383276037,1.575467115121052,1.6086169383276037
1.608615950093826,1.5754653413954367,1.608615950093826
1.608614902480733,1.5754633852524553,1.608614902480733
1.6086140010828145,1.5754614923175505,1.6086140010828145
1.6086129162668448,1.5754597745931482,1.6086129162668448
1.6086119352032475,1.575457846450773,1.6086119352032475
1.6086109809235687,1.575456016723945,1.6086109809235687
1.60860982174893,1.575454179790253,1.60860982174893
1.6086089007238202,1.5754522796484844,1.6086089007238202
1.6086079665556225,1.5754503235055028,1.6086079665556225
1.6086068567852736,1.575448486571811,1.6086068567852736
1.6086057959416513,1.5754467128461958,1.6086057959416513
1.6086048885640984,1.575444812704427,1.6086048885640984
1.6086038068825603,1.575443193395572,1.6086038068825603
1.6086027697489613,1.5754411740445136,1.6086027697489613
